Tyler Loop K - BAL,Sea Sharp
Cameron Dicker K - LAC,Hockenhull Aerospace
Chris Boswell K - PIT,Striking Shibas
Jake Bates K - DET,Korntool
Jake Elliott K - PHI,Pidgin
Matt Gay K - WAS,Fug it we Baal
Wil Lutz K - DEN,Bo Pain Bo Gain
Evan McPherson K - CIN,Annihilators
Minnesota Vikings DEF View News,Bo Pain Bo Gain
Seattle Seahawks DEF,Sea Sharp
Indianapolis Colts DEF,Annihilators
Los Angeles Rams DEF,Fishoutawater
Denver Broncos DEF,Korntool
Green Bay Packers DEF,The Eskimo Brothers
Pittsburgh Steelers DEF View News,Hockenhull Aerospace
San Francisco 49ers DEF View News,Fug it we Baal
Philadelphia Eagles DEF View News,Pidgin
Houston Texans DEF,Striking Shibas
