id,name,week_1_points,week_2_points,week_3_points,week_4_points,week_5_points,week_6_points,week_7_points,week_8_points,week_9_points,week_10_points,week_11_points,week_12_points,week_13_points,week_14_points,week_15_points,week_16_points,week_17_points
4259147,Jake Tonges,10.5,0.0,4.5,3.36,7.29043675,8.67077535,1.12912445,1.13733135,1.20108589,1.17291189,1.2091967,1.23491605,1.16455403,0.0,1.20186137,1.26683646,1.25825752
4430539,Brenton Strange,6.3,6.49,5.86,6.31,8.96061698,9.70816115,0.0,0.0,0.0,0.0,8.96564413,9.2275444,9.20829363,9.68873315,9.10023236,8.82990121,9.73180226
4685720,Bryce Young,13.75,13.69,14.5,13.67,16.91308349,17.83404181,15.21574369,15.72008518,14.72790507,15.26991618,12.68534545,15.68120687,12.93134462,0.0,14.9072144,15.54510229,14.59841443
4360939,Rashod Bateman,3.0,6.74,5.23,5.54,7.50103811,9.10851455,0.0,7.76718195,8.15040285,7.36045546,7.15179869,7.3990838,7.84595418,7.30644643,7.87497655,7.91697008,7.63057103
3916945,Darius Slayton,5.36,4.21,4.16,4.87,9.17639642,8.3781489,8.77901815,9.20138246,9.56640493,9.6448184,9.34066612,9.814428,9.8450507,0.0,10.03383492,9.0575424,9.03521384
4685279,Jaydon Blue,0.0,1.01,0.0,0.21,0.0,0.0,4.17963656,3.55692141,4.09118948,0.0,4.05709691,3.9891351,4.02059342,3.92225136,3.96736007,4.15015818,4.09539266
3054212,Jonnu Smith,4.84,6.74,3.9,4.86,0.0,7.19737677,6.80401042,6.56281524,6.789244,6.31239905,6.76698363,6.76654715,6.68693656,6.9148501,7.02136954,6.88592638,6.1901447
10621,Nick Folk,7.79586802,6.51,6.71,7.09,8.42547539,7.56401179,7.84082342,8.1833339,0.0,7.70154817,7.59458721,7.9394946,7.5128397,8.21218162,7.51182752,7.77958968,7.7044237
-16019,Giants D/ST,5.18438509,0.0,0.0,0.0,6.370177,5.45481004,4.98759214,5.29957901,4.67533878,4.85660522,4.02236448,2.98262453,5.06873661,0.0,4.82568462,6.72559135,7.56443269
4711533,Ollie Gordon II,1.3,4.37,3.53,5.87,5.89455837,4.42682296,3.68889506,3.65486111,4.12417321,4.09109158,3.9301225,0.0,3.99791868,4.0165645,3.46250695,4.53910584,3.7880785
4429148,Theo Johnson,5.32,5.44,3.96,4.63,7.71611507,8.61964224,8.49363179,8.84129354,9.16619424,9.28899499,8.94547981,9.42714159,9.49931415,0.0,9.63373429,8.74176051,8.71272221
4362921,Tyquan Thornton,6.1,2.28,3.59,1.97,4.43800088,5.36010538,1.18381666,1.29675932,1.23090292,0.0,1.13173323,1.2438393,1.34701539,1.11789309,1.16839156,1.20189757,1.13291324
3117256,Dalton Schultz,5.48,5.36,6.58,6.53,8.08868503,0.0,9.01945583,9.1129095,8.29384197,8.75065503,8.73943271,9.03478813,9.17245711,9.17766984,8.72102264,8.61038174,8.53460785
4360423,Michael Penix Jr.,24.02,13.9,14.8,14.58,0.0,14.23581807,15.60881684,17.00759805,15.1675482,14.94184401,15.16113874,14.81411404,15.04073733,14.66534163,15.43814609,14.51772699,13.29839141
15864,Geno Smith,14.87,15.19,16.38,15.6,15.21099317,16.39926798,13.6776091,0.0,13.75372822,11.63150917,17.79356232,13.41667851,13.59214013,12.02435219,13.57021199,11.72467683,13.74627791
4569603,Malik Washington,5.39,5.97,6.41,4.33,8.97421559,9.04857241,9.96608716,9.62984535,11.08417041,10.73734208,11.14818783,0.0,10.48958584,10.4205724,9.93770753,11.28723548,10.97545423
2976592,Sterling Shepard,6.9,3.06,4.95,3.48,7.24126107,8.41896382,9.25482883,1.33102383,0.0,1.3590433,1.37208383,1.25217354,1.34153665,1.34052588,1.26412044,1.3341894,1.45335857
