week,team,opponent
7,GB,DEN
7,HOU,
7,IND,CLE
7,JAX,NO
7,KC,LAC
7,LAC,KC
7,LAR,PIT
7,LV,CHI
7,MIA,PHI
7,MIN,SF
7,NE,BUF
7,NO,JAX
7,NYG,WSH
7,NYJ,
7,PHI,MIA
7,PIT,LAR
7,SEA,ARI
7,SF,MIN
7,TB,ATL
7,TEN,
7,WSH,NYG
8,ARI,BAL
8,ATL,TEN
8,BAL,ARI
8,BUF,TB
8,CAR,HOU
8,CHI,LAC
8,CIN,SF
8,CLE,SEA
8,DAL,LAR
8,DEN,KC
8,DET,LV
8,GB,MIN
8,HOU,CAR
8,IND,NO
8,JAX,PIT
8,KC,DEN
8,LAC,CHI
8,LAR,DAL
8,LV,DET
8,MIA,NE
8,MIN,GB
8,NE,MIA
8,NO,IND
8,NYG,NYJ
8,NYJ,NYG
8,PHI,WSH
8,PIT,JAX
8,SEA,CLE
8,SF,CIN
8,TB,BUF
8,TEN,ATL
8,WSH,PHI
9,ARI,CLE
9,ATL,MIN
9,BAL,SEA
9,BUF,CIN
9,CAR,IND
9,CHI,NO
9,CIN,BUF
9,CLE,ARI
9,DAL,PHI
9,DEN,
9,DET,
9,GB,LAR
9,HOU,TB
9,IND,CAR
9,JAX,
9,KC,MIA
9,LAC,NYJ
9,LAR,GB
9,LV,NYG
9,MIA,KC
9,MIN,ATL
9,NE,WSH
9,NO,CHI
9,NYG,LV
9,NYJ,LAC
9,PHI,DAL
9,PIT,TEN
9,SEA,BAL
9,SF,
9,TB,HOU
9,TEN,PIT
9,WSH,NE
10,ARI,ATL
10,ATL,ARI
10,BAL,CLE
10,BUF,DEN
10,CAR,CHI
10,CHI,CAR
10,CIN,HOU
10,CLE,BAL
10,DAL,NYG
10,DEN,BUF
10,DET,LAC
10,GB,PIT
10,HOU,CIN
10,IND,NE
10,JAX,SF
10,KC,
10,LAC,DET
10,LAR,
10,LV,NYJ
10,MIA,
10,MIN,NO
10,NE,IND
10,NO,MIN
10,NYG,DAL
10,NYJ,LV
10,PHI,
10,PIT,GB
10,SEA,WSH
10,SF,JAX
10,TB,TEN
10,TEN,TB
10,WSH,SEA
11,ARI,HOU
11,ATL,
11,BAL,CIN
11,BUF,NYJ
11,CAR,DAL
11,CHI,DET
11,CIN,BAL
11,CLE,PIT
11,DAL,CAR
11,DEN,MIN
11,DET,CHI
11,GB,LAC
11,HOU,ARI
11,IND,
11,JAX,TEN
11,KC,PHI
11,LAC,GB
11,LAR,SEA
11,LV,MIA
11,MIA,LV
11,MIN,DEN
11,NE,
11,NO,
11,NYG,WSH
11,NYJ,BUF
11,PHI,KC
11,PIT,CLE
11,SEA,LAR
11,SF,TB
11,TB,SF
11,TEN,JAX
11,WSH,NYG
12,ARI,LAR
12,ATL,NO
12,BAL,LAC
12,BUF,PHI
12,CAR,TEN
12,CHI,MIN
12,CIN,PIT
12,CLE,DEN
12,DAL,WSH
12,DEN,CLE
12,DET,GB
12,GB,DET
12,HOU,JAX
12,IND,TB
12,JAX,HOU
12,KC,LV
12,LAC,BAL
12,LAR,ARI
12,LV,KC
12,MIA,NYJ
12,MIN,CHI
12,NE,NYG
12,NO,ATL
12,NYG,NE
12,NYJ,MIA
12,PHI,BUF
12,PIT,CIN
12,SEA,SF
12,SF,SEA
12,TB,IND
12,TEN,CAR
12,WSH,DAL
13,ARI,PIT
13,ATL,NYJ
13,BAL,
13,BUF,
13,CAR,TB
13,CHI,
13,CIN,JAX
13,CLE,LAR
13,DAL,SEA
13,DEN,HOU
13,DET,NO
13,GB,KC
13,HOU,DEN
13,IND,TEN
13,JAX,CIN
13,KC,GB
13,LAC,NE
13,LAR,CLE
13,LV,
13,MIA,WSH
13,MIN,
13,NE,LAC
13,NO,DET
13,NYG,
13,NYJ,ATL
13,PHI,SF
13,PIT,ARI
13,SEA,DAL
13,SF,PHI
13,TB,CAR
13,TEN,IND
13,WSH,MIA
14,ARI,
14,ATL,TB
14,BAL,LAR
14,BUF,KC
14,CAR,NO
14,CHI,DET
14,CIN,IND
14,CLE,JAX
14,DAL,PHI
14,DEN,LAC
14,DET,CHI
14,GB,NYG
14,HOU,NYJ
14,IND,CIN
14,JAX,CLE
14,KC,BUF
14,LAC,DEN
14,LAR,BAL
14,LV,MIN
14,MIA,TEN
14,MIN,LV
14,NE,PIT
14,NO,CAR
14,NYG,GB
14,NYJ,HOU
14,PHI,DAL
14,PIT,NE
14,SEA,SF
14,SF,SEA
14,TB,ATL
14,TEN,MIA
14,WSH,
15,ARI,SF
15,ATL,CAR
15,BAL,JAX
15,BUF,DAL
15,CAR,ATL
15,CHI,CLE
15,CIN,MIN
15,CLE,CHI
15,DAL,BUF
15,DEN,DET
15,DET,DEN
15,GB,TB
15,HOU,TEN
15,IND,PIT
15,JAX,BAL
15,KC,NE
15,LAC,LV
15,LAR,WSH
15,LV,LAC
15,MIA,NYJ
15,MIN,CIN
15,NE,KC
15,NO,NYG
15,NYG,NO
15,NYJ,MIA
15,PHI,SEA
15,PIT,IND
15,SEA,PHI
15,SF,ARI
15,TB,GB
15,TEN,HOU
15,WSH,LAR
16,ARI,CHI
16,ATL,IND
16,BAL,SF
16,BUF,LAC
16,CAR,GB
16,CHI,ARI
16,CIN,PIT
16,CLE,HOU
16,DAL,MIA
16,DEN,NE
16,DET,MIN
16,GB,CAR
16,HOU,CLE
16,IND,ATL
16,JAX,TB
16,KC,LV
16,LAC,BUF
16,LAR,NO
16,LV,KC
16,MIA,DAL
16,MIN,DET
16,NE,DEN
16,NO,LAR
16,NYG,PHI
16,NYJ,WSH
16,PHI,NYG
16,PIT,CIN
16,SEA,TEN
16,SF,BAL
16,TB,JAX
16,TEN,SEA
16,WSH,NYJ
17,ARI,PHI
17,ATL,CHI
17,BAL,MIA
17,BUF,NE
17,CAR,JAX
17,CHI,ATL
17,CIN,KC
17,CLE,NYJ
17,DAL,DET
17,DEN,LAC
17,DET,DAL
17,GB,MIN
17,HOU,TEN
17,IND,LV
17,JAX,CAR
17,KC,CIN
17,LAC,DEN
17,LAR,NYG
17,LV,IND
17,MIA,BAL
17,MIN,GB
17,NE,BUF
17,NO,TB
17,NYG,LAR
17,NYJ,CLE
17,PHI,ARI
17,PIT,SEA
17,SEA,PIT
17,SF,WSH
17,TB,NO
17,TEN,HOU
17,WSH,SF
